recency,frequency,monetary,normalized_recency,normalized_frequency,normalized_monetary,fcm_cluster,k_means_cluster,Cluster_name
36,6,15544,5,5,5,0,3,Champions
14,4,9299,5,3,3,0,3,Champions
460,4,10948,1,3,4,4,2,About to Sleep
83,3,14019,4,2,5,3,4,Loyal Customer
109,7,25151,4,5,5,0,3,Champions
166,3,7480,3,2,3,2,2,About to Sleep
37,7,16381,5,5,5,0,3,Champions
337,6,11482,2,5,4,2,0,Potential Loyalist
28,4,13645,5,3,5,0,4,Champions
350,5,11717,2,4,4,2,0,Potential Loyalist
164,5,10823,3,4,4,3,0,Potential Loyalist
652,2,9009,1,1,3,4,2,About to Sleep
225,2,4829,3,1,2,4,2,About to Sleep
273,4,7070,2,3,3,2,0,About to Sleep
145,1,1052,4,1,1,4,2,About to Sleep
848,1,1151,1,1,1,1,1,Hibernating
70,5,13497,4,4,4,3,3,Champions
60,6,10922,5,5,4,0,3,Champions
516,5,17211,1,4,5,2,0,About to Sleep
380,2,2199,2,1,1,1,1,Hibernating
153,4,9477,3,3,3,2,0,Potential Loyalist
86,6,15418,4,5,5,0,3,Champions
793,1,672,1,1,1,1,1,Hibernating
136,6,19045,4,5,5,0,3,Champions
276,7,20817,2,5,5,3,0,Potential Loyalist
201,7,17648,3,5,5,3,3,Champions
323,4,8545,2,3,3,2,0,About to Sleep
15,6,17075,5,5,5,0,3,Champions
71,6,8900,4,5,3,0,3,Champions
86,6,10972,4,5,4,0,3,Champions
1046,2,4804,1,1,2,1,1,Hibernating
31,4,5578,5,3,2,0,3,Champions
265,3,4858,3,2,2,4,2,About to Sleep
160,6,13774,3,5,5,3,3,Champions
22,6,23733,5,5,5,0,3,Champions
209,6,13012,3,5,4,3,0,Potential Loyalist
44,5,10594,5,4,4,0,3,Champions
262,5,9180,3,4,3,2,0,Potential Loyalist
61,5,13056,5,4,4,0,3,Champions
962,1,3159,1,1,1,1,1,Hibernating
383,4,6478,2,3,2,4,2,About to Sleep
480,2,6833,1,1,3,4,2,About to Sleep
214,3,10126,3,2,4,2,4,Loyal Customer
162,3,3902,3,2,2,4,2,About to Sleep
21,3,19565,5,2,5,0,4,Loyal Customer
235,4,8101,3,3,3,2,0,Potential Loyalist
397,4,6804,2,3,3,2,0,About to Sleep
8,3,2749,5,2,1,3,0,Potential Loyalist
107,4,9942,4,3,4,3,4,Loyal Customer
382,4,4646,2,3,2,4,2,About to Sleep
141,5,12155,4,4,4,3,3,Champions
160,4,10623,3,3,4,3,4,Loyal Customer
169,4,11508,3,3,4,3,4,Loyal Customer
360,3,4127,2,2,2,4,2,About to Sleep
46,2,8532,5,1,3,3,4,Loyal Customer
260,2,2451,3,1,1,1,1,Hibernating
369,5,11943,2,4,4,2,0,Potential Loyalist
136,5,16527,4,4,5,3,3,Champions
196,2,1562,3,1,1,1,1,Hibernating
365,7,26081,2,5,5,3,0,Potential Loyalist
627,1,609,1,1,1,1,1,Hibernating
231,6,14788,3,5,5,3,3,Champions
49,3,4216,5,2,2,3,3,Champions
159,7,24269,3,5,5,3,3,Champions
830,4,6619,1,3,2,4,2,About to Sleep
337,2,10255,2,1,4,4,2,About to Sleep
281,3,8027,2,2,3,4,2,About to Sleep
367,4,9205,2,3,3,2,0,About to Sleep
151,3,4792,3,2,2,4,2,About to Sleep
635,2,11371,1,1,4,4,2,About to Sleep
140,3,7318,4,2,3,3,4,Loyal Customer
131,5,9698,4,4,4,3,3,Champions
167,6,13136,3,5,4,3,0,Potential Loyalist
149,2,5409,4,1,2,4,2,About to Sleep
323,1,4239,2,1,2,4,2,Hibernating
120,3,6470,4,2,2,2,0,Potential Loyalist
23,5,16855,5,4,5,0,3,Champions
307,5,11663,2,4,4,2,0,Potential Loyalist
395,3,7325,2,2,3,4,2,About to Sleep
40,5,10188,5,4,4,0,3,Champions
39,5,9386,5,4,3,0,3,Champions
93,5,10718,4,4,4,3,3,Champions
67,3,6880,4,2,3,3,4,Loyal Customer
96,3,8555,4,2,3,3,4,Loyal Customer
181,5,13255,3,4,4,3,0,Potential Loyalist
249,5,12862,3,4,4,3,0,Potential Loyalist
295,2,6108,2,1,2,4,2,Hibernating
311,4,11908,2,3,4,2,0,About to Sleep
123,4,7940,4,3,3,3,0,Potential Loyalist
3,5,9318,5,4,3,0,3,Champions
232,3,12017,3,2,4,2,4,Loyal Customer
785,3,6120,1,2,2,1,1,Hibernating
199,3,5794,3,2,2,4,2,About to Sleep
836,1,5775,1,1,2,1,1,Hibernating
115,1,1394,4,1,1,4,2,About to Sleep
462,1,3490,1,1,1,1,1,Hibernating
487,6,15296,1,5,5,2,0,Potential Loyalist
249,6,13880,3,5,5,3,3,Champions
52,3,10914,5,2,4,0,4,Loyal Customer
230,2,5871,3,1,2,4,2,About to Sleep
28,4,9326,5,3,3,0,3,Champions
350,3,2156,2,2,1,1,1,Hibernating
141,1,3972,4,1,2,4,2,About to Sleep
210,4,9132,3,3,3,2,0,Potential Loyalist
1071,2,2488,1,1,1,1,1,Hibernating
164,4,6583,3,3,2,2,0,Potential Loyalist
220,6,15900,3,5,5,3,3,Champions
473,4,7365,1,3,3,4,2,About to Sleep
257,4,10980,3,3,4,3,4,Loyal Customer
31,3,5754,5,2,2,3,3,Champions
32,5,3957,5,4,2,0,3,Champions
24,3,6672,5,2,2,3,3,Champions
379,3,8476,2,2,3,4,2,About to Sleep
484,3,9911,1,2,4,4,2,About to Sleep
724,2,9333,1,1,3,4,2,About to Sleep
2,5,5231,5,4,2,0,3,Champions
159,5,8129,3,4,3,2,0,Potential Loyalist
73,8,17109,4,5,5,0,3,Champions
22,6,12604,5,5,4,0,3,Champions
585,1,795,1,1,1,1,1,Hibernating
5,4,9675,5,3,4,0,3,Champions
120,4,9208,4,3,3,3,0,Potential Loyalist
40,5,11325,5,4,4,0,3,Champions
22,7,17853,5,5,5,0,3,Champions
358,6,11268,2,5,4,2,0,Potential Loyalist
494,3,9508,1,2,3,4,2,About to Sleep
979,2,5421,1,1,2,1,1,Hibernating
15,5,13458,5,4,4,0,3,Champions
122,3,2821,4,2,1,2,0,Potential Loyalist
7,6,11024,5,5,4,0,3,Champions
89,5,5986,4,4,2,3,0,Potential Loyalist
135,7,21011,4,5,5,0,3,Champions
259,4,10452,3,3,4,3,4,Loyal Customer
86,4,7262,4,3,3,3,0,Potential Loyalist
172,4,11042,3,3,4,3,4,Loyal Customer
160,2,4778,3,1,2,4,2,About to Sleep
289,3,13644,2,2,5,4,4,Loyal Customer
1,5,12858,5,4,4,0,3,Champions
291,5,8366,2,4,3,2,0,Potential Loyalist
887,1,5372,1,1,2,1,1,Hibernating
19,4,5705,5,3,2,0,3,Champions
298,2,3946,2,1,2,4,2,Hibernating
225,4,9557,3,3,3,2,0,Potential Loyalist
961,2,6031,1,1,2,1,1,Hibernating
424,2,5250,2,1,2,4,2,Hibernating
764,3,6313,1,2,2,1,1,Hibernating
462,3,5230,1,2,2,1,1,Hibernating
601,2,7522,1,1,3,4,2,About to Sleep
642,3,11392,1,2,4,4,2,About to Sleep
109,3,3392,4,2,1,2,0,Potential Loyalist
236,5,11082,3,4,4,3,0,Potential Loyalist
54,6,6683,5,5,2,0,3,Champions
278,2,9711,2,1,4,4,2,About to Sleep
334,6,14555,2,5,5,3,0,Potential Loyalist
679,3,4186,1,2,2,1,1,Hibernating
1081,1,2684,1,1,1,1,1,Hibernating
664,3,9111,1,2,3,4,2,About to Sleep
37,4,14181,5,3,5,0,4,Champions
94,5,13536,4,4,5,3,3,Champions
5,7,15336,5,5,5,0,3,Champions
299,3,7900,2,2,3,4,2,About to Sleep
29,5,18654,5,4,5,0,3,Champions
67,4,7350,4,3,3,3,0,Potential Loyalist
525,3,11357,1,2,4,4,2,About to Sleep
105,4,7085,4,3,3,3,0,Potential Loyalist
140,6,9121,4,5,3,0,3,Champions
73,7,18959,4,5,5,0,3,Champions
830,2,3894,1,1,1,1,1,Hibernating
64,2,5595,5,1,2,3,4,Loyal Customer
18,4,8300,5,3,3,0,3,Champions
5,6,15720,5,5,5,0,3,Champions
114,1,1396,4,1,1,4,2,About to Sleep
769,1,2379,1,1,1,1,1,Hibernating
204,6,10587,3,5,4,3,0,Potential Loyalist
95,3,9594,4,2,3,3,4,Loyal Customer
17,3,6363,5,2,2,3,3,Champions
39,6,21433,5,5,5,0,3,Champions
25,6,17830,5,5,5,0,3,Champions
311,2,7233,2,1,3,4,2,About to Sleep
69,6,10989,4,5,4,0,3,Champions
10,5,14036,5,4,5,0,3,Champions
155,2,5152,3,1,2,4,2,About to Sleep
465,1,1929,1,1,1,1,1,Hibernating
130,4,6835,4,3,3,3,0,Potential Loyalist
414,3,11168,2,2,4,4,2,About to Sleep
157,6,14194,3,5,5,3,3,Champions
323,2,3729,2,1,1,1,1,Hibernating
122,2,5341,4,1,2,4,2,About to Sleep
140,5,10819,4,4,4,3,3,Champions
105,6,16479,4,5,5,0,3,Champions
363,2,4964,2,1,2,4,2,Hibernating
583,1,2120,1,1,1,1,1,Hibernating
91,5,10316,4,4,4,3,3,Champions
502,3,7550,1,2,3,4,2,About to Sleep
44,7,10330,5,5,4,0,3,Champions
352,3,14267,2,2,5,4,4,Loyal Customer
272,5,6709,2,4,2,2,0,Potential Loyalist
311,1,3210,2,1,1,1,1,Hibernating
1057,1,550,1,1,1,1,1,Hibernating
348,5,18216,2,4,5,2,0,Loyal Customer
195,5,7420,3,4,3,2,0,Potential Loyalist
114,4,8449,4,3,3,3,0,Potential Loyalist
147,6,20262,4,5,5,0,3,Champions
82,4,8740,4,3,3,3,0,Potential Loyalist
89,3,5359,4,2,2,2,0,Potential Loyalist
17,6,12430,5,5,4,0,3,Champions
221,6,10948,3,5,4,3,0,Potential Loyalist
50,4,7602,5,3,3,0,3,Champions
34,3,13046,5,2,4,0,4,Loyal Customer
31,5,18116,5,4,5,0,3,Champions
101,2,4372,4,1,2,4,2,About to Sleep
867,2,3634,1,1,1,1,1,Hibernating
904,2,7293,1,1,3,4,2,About to Sleep
136,3,6289,4,2,2,2,0,Potential Loyalist
575,1,5340,1,1,2,1,1,Hibernating
97,3,1892,4,2,1,2,0,Potential Loyalist
283,1,1540,2,1,1,1,1,Hibernating
458,2,2244,1,1,1,1,1,Hibernating
587,3,3121,1,2,1,1,1,Hibernating
932,1,1622,1,1,1,1,1,Hibernating
757,3,6541,1,2,2,1,1,Hibernating
36,5,7080,5,4,3,0,3,Champions
272,3,5123,2,2,2,4,2,About to Sleep
556,2,5192,1,1,2,1,1,Hibernating
139,2,7986,4,1,3,2,4,Loyal Customer
783,1,6030,1,1,2,1,1,Hibernating
211,5,20525,3,4,5,3,4,Loyal Customer
218,5,12494,3,4,4,3,0,Potential Loyalist
59,7,18028,5,5,5,0,3,Champions
453,5,7875,2,4,3,2,0,Potential Loyalist
327,2,1652,2,1,1,1,1,Hibernating
62,4,9197,5,3,3,0,3,Champions
383,3,8506,2,2,3,4,2,About to Sleep
679,1,4500,1,1,2,1,1,Hibernating
28,4,6416,5,3,2,0,3,Champions
238,2,2111,3,1,1,1,1,Hibernating
594,2,3061,1,1,1,1,1,Hibernating
22,1,692,5,1,1,2,0,Potential Loyalist
498,1,3141,1,1,1,1,1,Hibernating
799,1,89,1,1,1,1,1,Hibernating
382,4,16272,2,3,5,2,4,Loyal Customer
448,3,9301,2,2,3,4,2,About to Sleep
199,4,23412,3,3,5,3,4,Loyal Customer
401,2,3382,2,1,1,1,1,Hibernating
191,1,219,3,1,1,1,1,Hibernating
61,5,16405,5,4,5,0,3,Champions
298,5,12448,2,4,4,2,0,Potential Loyalist
91,5,10972,4,4,4,3,3,Champions
3,4,3882,5,3,1,0,3,Potential Loyalist
28,3,3622,5,2,1,3,0,Potential Loyalist
154,2,6766,3,1,3,4,2,About to Sleep
174,7,12688,3,5,4,3,0,Potential Loyalist
7,5,10400,5,4,4,0,3,Champions
15,1,2236,5,1,1,2,0,Potential Loyalist
851,1,806,1,1,1,1,1,Hibernating
133,4,11716,4,3,4,3,4,Loyal Customer
70,9,27596,4,5,5,0,3,Champions
588,3,3587,1,2,1,1,1,Hibernating
22,5,21781,5,4,5,0,3,Champions
178,4,9499,3,3,3,2,0,Potential Loyalist
972,1,392,1,1,1,1,1,Hibernating
4,5,18124,5,4,5,0,3,Champions
222,5,6319,3,4,2,2,0,Potential Loyalist
125,4,10627,4,3,4,3,4,Loyal Customer
326,6,17926,2,5,5,3,0,Potential Loyalist
334,3,5291,2,2,2,4,2,About to Sleep
170,3,8135,3,2,3,2,2,About to Sleep
139,5,10768,4,4,4,3,3,Champions
587,2,3451,1,1,1,1,1,Hibernating
77,3,5427,4,2,2,2,0,Potential Loyalist
130,2,8867,4,1,3,2,4,Loyal Customer
465,5,9805,1,4,4,2,0,About to Sleep
445,3,7482,2,2,3,4,2,About to Sleep
406,2,3595,2,1,1,1,1,Hibernating
623,2,4328,1,1,2,1,1,Hibernating
293,5,12366,2,4,4,2,0,Potential Loyalist
357,2,3771,2,1,1,1,1,Hibernating
388,5,14582,2,4,5,2,0,Loyal Customer
410,3,7032,2,2,3,4,2,About to Sleep
18,4,6464,5,3,2,0,3,Champions
443,6,16500,2,5,5,3,0,Potential Loyalist
121,1,849,4,1,1,4,2,About to Sleep
177,5,16913,3,4,5,3,4,Loyal Customer
351,5,18019,2,4,5,2,0,Loyal Customer
96,9,17386,4,5,5,0,3,Champions
71,1,2415,4,1,1,4,2,About to Sleep
510,5,14843,1,4,5,2,0,About to Sleep
536,3,8422,1,2,3,4,2,About to Sleep
83,4,11546,4,3,4,3,4,Loyal Customer
426,1,212,2,1,1,1,1,Hibernating
244,2,5807,3,1,2,4,2,About to Sleep
134,4,11781,4,3,4,3,4,Loyal Customer
225,4,7578,3,3,3,2,0,Potential Loyalist
224,5,14480,3,4,5,3,4,Loyal Customer
321,4,13174,2,3,4,2,0,About to Sleep
4,1,1992,5,1,1,2,0,Potential Loyalist
487,4,15482,1,3,5,4,2,About to Sleep
277,3,16060,2,2,5,4,4,Loyal Customer
32,10,19083,5,5,5,0,3,Champions
22,5,14201,5,4,5,0,3,Champions
117,3,11361,4,2,4,3,4,Loyal Customer
130,2,8620,4,1,3,2,4,Loyal Customer
266,3,5939,3,2,2,4,2,About to Sleep
13,4,8872,5,3,3,0,3,Champions
255,4,11178,3,3,4,3,4,Loyal Customer
414,5,11386,2,4,4,2,0,Potential Loyalist
98,3,5087,4,2,2,2,0,Potential Loyalist
17,8,22248,5,5,5,0,3,Champions
200,8,14303,3,5,5,3,3,Champions
987,1,1515,1,1,1,1,1,Hibernating
26,4,9255,5,3,3,0,3,Champions
159,6,16401,3,5,5,3,3,Champions
119,8,20339,4,5,5,0,3,Champions
762,3,6527,1,2,2,1,1,Hibernating
5,6,7893,5,5,3,0,3,Champions
13,6,11171,5,5,4,0,3,Champions
671,1,2034,1,1,1,1,1,Hibernating
770,3,3646,1,2,1,1,1,Hibernating
225,4,5583,3,3,2,2,0,Potential Loyalist
31,9,15897,5,5,5,0,3,Champions
738,3,8949,1,2,3,4,2,About to Sleep
508,3,8992,1,2,3,4,2,About to Sleep
153,2,7345,3,1,3,4,2,About to Sleep
251,5,16480,3,4,5,3,4,Loyal Customer
219,2,4675,3,1,2,4,2,About to Sleep
2,3,4795,5,2,2,3,3,Champions
61,2,4572,5,1,2,3,4,Loyal Customer
528,5,11162,1,4,4,2,0,About to Sleep
82,4,7986,4,3,3,3,0,Potential Loyalist
115,5,14441,4,4,5,3,3,Champions
59,3,8874,5,2,3,0,4,Loyal Customer
158,2,3564,3,1,1,1,1,Hibernating
214,4,14136,3,3,5,3,4,Loyal Customer
176,3,5877,3,2,2,4,2,About to Sleep
320,2,2760,2,1,1,1,1,Hibernating
127,7,12921,4,5,4,0,3,Champions
887,1,5792,1,1,2,1,1,Hibernating
337,4,13948,2,3,5,2,4,Loyal Customer
390,4,14653,2,3,5,2,4,Loyal Customer
66,4,10369,4,3,4,3,4,Loyal Customer
904,2,4836,1,1,2,1,1,Hibernating
211,3,4712,3,2,2,4,2,About to Sleep
282,4,16049,2,3,5,2,4,Loyal Customer
72,5,11302,4,4,4,3,3,Champions
389,4,4577,2,3,2,4,2,About to Sleep
153,3,4983,3,2,2,4,2,About to Sleep
842,3,11783,1,2,4,4,2,About to Sleep
30,4,9325,5,3,3,0,3,Champions
104,5,14671,4,4,5,3,3,Champions
238,2,2267,3,1,1,1,1,Hibernating
920,1,282,1,1,1,1,1,Hibernating
161,2,7927,3,1,3,4,2,About to Sleep
49,1,4320,5,1,2,3,4,Loyal Customer
49,4,2923,5,3,1,0,3,Potential Loyalist
219,3,6299,3,2,2,4,2,About to Sleep
6,3,3676,5,2,1,3,0,Potential Loyalist
627,2,5351,1,1,2,1,1,Hibernating
708,5,10513,1,4,4,2,0,About to Sleep
289,3,5978,2,2,2,4,2,About to Sleep
102,3,4515,4,2,2,2,0,Potential Loyalist
39,5,11950,5,4,4,0,3,Champions
101,3,7206,4,2,3,3,4,Loyal Customer
759,2,1271,1,1,1,1,1,Hibernating
38,6,17176,5,5,5,0,3,Champions
73,4,14205,4,3,5,3,4,Loyal Customer
391,4,12439,2,3,4,2,0,About to Sleep
146,4,7041,4,3,3,3,0,Potential Loyalist
233,3,8940,3,2,3,2,2,About to Sleep
166,5,9748,3,4,4,3,0,Potential Loyalist
46,3,2752,5,2,1,3,0,Potential Loyalist
159,5,16298,3,4,5,3,4,Loyal Customer
49,4,6371,5,3,2,0,3,Champions
826,2,7945,1,1,3,4,2,About to Sleep
316,5,10607,2,4,4,2,0,Potential Loyalist
11,3,1799,5,2,1,3,0,Potential Loyalist
310,1,1125,2,1,1,1,1,Hibernating
241,5,18027,3,4,5,3,4,Loyal Customer
319,4,3594,2,3,1,4,1,Hibernating
882,2,1998,1,1,1,1,1,Hibernating
336,3,3538,2,2,1,1,1,Hibernating
45,2,4069,5,1,2,3,4,Loyal Customer
12,5,9165,5,4,3,0,3,Champions
350,1,474,2,1,1,1,1,Hibernating
83,5,10556,4,4,4,3,3,Champions
207,3,4085,3,2,2,4,2,About to Sleep
69,6,7298,4,5,3,0,3,Champions
1014,2,3156,1,1,1,1,1,Hibernating
50,7,14476,5,5,5,0,3,Champions
86,4,12036,4,3,4,3,4,Loyal Customer
369,4,8018,2,3,3,2,0,About to Sleep
422,3,8134,2,2,3,4,2,About to Sleep
149,4,5703,4,3,2,2,0,Potential Loyalist
710,1,2244,1,1,1,1,1,Hibernating
197,4,3781,3,3,1,2,0,Potential Loyalist
495,2,4206,1,1,2,1,1,Hibernating
81,6,13852,4,5,5,0,3,Champions
212,3,11160,3,2,4,2,4,Loyal Customer
308,4,14899,2,3,5,2,4,Loyal Customer
233,5,10474,3,4,4,3,0,Potential Loyalist
314,3,2503,2,2,1,1,1,Hibernating
85,5,13250,4,4,4,3,3,Champions
44,5,10026,5,4,4,0,3,Champions
48,1,2692,5,1,1,2,0,Potential Loyalist
70,4,9390,4,3,3,3,0,Potential Loyalist
41,8,17818,5,5,5,0,3,Champions
203,2,7492,3,1,3,4,2,About to Sleep
662,6,15990,1,5,5,2,0,Potential Loyalist
588,2,8544,1,1,3,4,2,About to Sleep
56,5,10442,5,4,4,0,3,Champions
10,5,8921,5,4,3,0,3,Champions
163,4,10105,3,3,4,3,4,Loyal Customer
59,6,12186,5,5,4,0,3,Champions
115,4,6747,4,3,3,3,0,Potential Loyalist
497,4,13911,1,3,5,4,2,About to Sleep
138,4,12403,4,3,4,3,4,Loyal Customer
578,2,4751,1,1,2,1,1,Hibernating
6,6,15753,5,5,5,0,3,Champions
828,6,7609,1,5,3,2,0,Potential Loyalist
200,3,8608,3,2,3,2,2,About to Sleep
44,6,14229,5,5,5,0,3,Champions
802,2,2179,1,1,1,1,1,Hibernating
198,2,6004,3,1,2,4,2,About to Sleep
884,1,1802,1,1,1,1,1,Hibernating
696,4,12585,1,3,4,4,2,About to Sleep
187,5,10823,3,4,4,3,0,Potential Loyalist
21,3,4476,5,2,2,3,3,Champions
102,6,11849,4,5,4,0,3,Champions
70,6,24138,4,5,5,0,3,Champions
3,8,10264,5,5,4,0,3,Champions
61,7,10123,5,5,4,0,3,Champions
208,7,14389,3,5,5,3,3,Champions
290,2,8875,2,1,3,4,2,About to Sleep
27,5,14711,5,4,5,0,3,Champions
25,5,13839,5,4,5,0,3,Champions
338,7,22736,2,5,5,3,0,Potential Loyalist
299,4,12818,2,3,4,2,0,About to Sleep
300,4,13114,2,3,4,2,0,About to Sleep
606,3,16899,1,2,5,4,2,About to Sleep
236,1,846,3,1,1,1,1,Hibernating
326,1,3849,2,1,1,1,1,Hibernating
96,2,2447,4,1,1,4,2,About to Sleep
439,1,2765,2,1,1,1,1,Hibernating
63,7,12405,5,5,4,0,3,Champions
265,2,6688,3,1,2,4,2,About to Sleep
144,4,11807,4,3,4,3,4,Loyal Customer
158,7,12484,3,5,4,3,0,Potential Loyalist
61,3,3447,5,2,1,3,0,Potential Loyalist
461,4,16248,1,3,5,4,2,About to Sleep
55,6,16233,5,5,5,0,3,Champions
442,2,8515,2,1,3,4,2,About to Sleep
423,9,27043,2,5,5,3,0,Potential Loyalist
339,2,8357,2,1,3,4,2,About to Sleep
510,2,5031,1,1,2,1,1,Hibernating
580,5,12000,1,4,4,2,0,About to Sleep
252,6,12467,3,5,4,3,0,Potential Loyalist
591,4,16476,1,3,5,4,2,About to Sleep
190,5,10026,3,4,4,3,0,Potential Loyalist
44,7,14573,5,5,5,0,3,Champions
132,7,22024,4,5,5,0,3,Champions
292,6,18669,2,5,5,3,0,Potential Loyalist
326,3,8148,2,2,3,4,2,About to Sleep
539,2,6371,1,1,2,1,1,Hibernating
102,6,8968,4,5,3,0,3,Champions
1,6,10672,5,5,4,0,3,Champions
1,5,12690,5,4,4,0,3,Champions
495,3,10301,1,2,4,4,2,About to Sleep
40,9,15058,5,5,5,0,3,Champions
387,6,16523,2,5,5,3,0,Potential Loyalist
562,5,15505,1,4,5,2,0,About to Sleep
167,4,4033,3,3,2,2,0,Potential Loyalist
149,4,6356,4,3,2,2,0,Potential Loyalist
496,2,1436,1,1,1,1,1,Hibernating
695,2,1345,1,1,1,1,1,Hibernating
323,4,13792,2,3,5,2,4,Loyal Customer
22,5,19067,5,4,5,0,3,Champions
127,10,40695,4,5,5,0,3,Champions
328,2,7592,2,1,3,4,2,About to Sleep
650,3,4822,1,2,2,1,1,Hibernating
277,2,4872,2,1,2,4,2,Hibernating
810,1,1478,1,1,1,1,1,Hibernating
496,6,8405,1,5,3,2,0,Potential Loyalist
122,1,1495,4,1,1,4,2,About to Sleep
876,3,12830,1,2,4,4,2,About to Sleep
295,6,13633,2,5,5,3,0,Potential Loyalist
513,4,6010,1,3,2,4,2,About to Sleep
711,2,8791,1,1,3,4,2,About to Sleep
38,5,10216,5,4,4,0,3,Champions
472,5,16882,1,4,5,2,0,About to Sleep
649,1,4236,1,1,2,1,1,Hibernating
58,4,14359,5,3,5,0,4,Champions
417,4,11587,2,3,4,2,0,About to Sleep
22,6,8145,5,5,3,0,3,Champions
6,4,9244,5,3,3,0,3,Champions
100,7,25362,4,5,5,0,3,Champions
372,4,12043,2,3,4,2,0,About to Sleep
279,4,10098,2,3,4,2,0,About to Sleep
225,4,15430,3,3,5,3,4,Loyal Customer
97,7,6402,4,5,2,0,3,Potential Loyalist
865,2,4120,1,1,2,1,1,Hibernating
10,4,13368,5,3,4,0,3,Champions
98,8,13819,4,5,5,0,3,Champions
5,4,12672,5,3,4,0,3,Champions
126,3,2774,4,2,1,2,0,Potential Loyalist
50,2,1830,5,1,1,2,0,Potential Loyalist
403,3,8335,2,2,3,4,2,About to Sleep
523,1,3081,1,1,1,1,1,Hibernating
633,1,2518,1,1,1,1,1,Hibernating
382,4,6382,2,3,2,4,2,About to Sleep
246,4,6137,3,3,2,2,0,Potential Loyalist
48,4,11606,5,3,4,0,3,Champions
229,3,4082,3,2,2,4,2,About to Sleep
231,5,14508,3,4,5,3,4,Loyal Customer
105,4,5971,4,3,2,2,0,Potential Loyalist
428,3,10336,2,2,4,4,2,About to Sleep
720,3,7483,1,2,3,4,2,About to Sleep
504,3,11561,1,2,4,4,2,About to Sleep
53,6,14306,5,5,5,0,3,Champions
593,2,4900,1,1,2,1,1,Hibernating
475,6,8197,1,5,3,2,0,Potential Loyalist
189,4,12716,3,3,4,3,4,Loyal Customer
24,5,18111,5,4,5,0,3,Champions
104,1,2710,4,1,1,4,2,About to Sleep
496,5,12970,1,4,4,2,0,About to Sleep
28,5,11505,5,4,4,0,3,Champions
342,5,14998,2,4,5,2,0,Loyal Customer
5,1,2876,5,1,1,2,0,Potential Loyalist
251,2,1227,3,1,1,1,1,Hibernating
205,6,9578,3,5,3,2,0,Potential Loyalist
409,3,6996,2,2,3,4,2,About to Sleep
126,6,15237,4,5,5,0,3,Champions
803,2,4528,1,1,2,1,1,Hibernating
182,3,4324,3,2,2,4,2,About to Sleep
58,5,12876,5,4,4,0,3,Champions
392,2,3597,2,1,1,1,1,Hibernating
156,6,10650,3,5,4,3,0,Potential Loyalist
6,5,15597,5,4,5,0,3,Champions
44,6,13401,5,5,4,0,3,Champions
793,4,9642,1,3,4,4,2,About to Sleep
963,1,2015,1,1,1,1,1,Hibernating
775,1,705,1,1,1,1,1,Hibernating
14,4,8829,5,3,3,0,3,Champions
566,4,11689,1,3,4,4,2,About to Sleep
26,5,5516,5,4,2,0,3,Champions
511,4,20005,1,3,5,4,2,About to Sleep
316,3,9889,2,2,4,4,2,About to Sleep
290,2,5601,2,1,2,4,2,Hibernating
8,3,10322,5,2,4,0,4,Loyal Customer
208,3,8844,3,2,3,2,2,About to Sleep
171,2,4914,3,1,2,4,2,About to Sleep
412,2,2015,2,1,1,1,1,Hibernating
180,4,12158,3,3,4,3,4,Loyal Customer
169,3,6804,3,2,3,2,2,About to Sleep
188,2,2412,3,1,1,1,1,Hibernating
820,1,4449,1,1,2,1,1,Hibernating
814,2,3796,1,1,1,1,1,Hibernating
58,2,6605,5,1,2,3,4,Loyal Customer
473,3,13565,1,2,5,4,2,About to Sleep
33,8,21255,5,5,5,0,3,Champions
69,8,14648,4,5,5,0,3,Champions
482,1,7070,1,1,3,4,2,About to Sleep
256,4,15820,3,3,5,3,4,Loyal Customer
349,6,12805,2,5,4,2,0,Potential Loyalist
353,3,4286,2,2,2,4,2,About to Sleep
139,3,6635,4,2,2,2,0,Potential Loyalist
179,5,13125,3,4,4,3,0,Potential Loyalist
680,4,9925,1,3,4,4,2,About to Sleep
32,8,25338,5,5,5,0,3,Champions
22,7,13952,5,5,5,0,3,Champions
151,2,2585,3,1,1,1,1,Hibernating
20,3,7886,5,2,3,0,4,Loyal Customer
297,7,23426,2,5,5,3,0,Potential Loyalist
60,3,4844,5,2,2,3,3,Champions
98,4,6989,4,3,3,3,0,Potential Loyalist
147,4,9989,4,3,4,3,4,Loyal Customer
104,4,9898,4,3,4,3,4,Loyal Customer
19,6,12870,5,5,4,0,3,Champions
440,4,9344,2,3,3,2,0,About to Sleep
73,7,19211,4,5,5,0,3,Champions
263,4,18224,3,3,5,3,4,Loyal Customer
209,3,5304,3,2,2,4,2,About to Sleep
175,1,3714,3,1,1,1,1,Hibernating
30,3,11778,5,2,4,0,4,Loyal Customer
536,4,10177,1,3,4,4,2,About to Sleep
179,4,9520,3,3,3,2,0,Potential Loyalist
103,4,9717,4,3,4,3,4,Loyal Customer
202,5,15213,3,4,5,3,4,Loyal Customer
131,4,4730,4,3,2,2,0,Potential Loyalist
339,2,5348,2,1,2,4,2,Hibernating
121,7,18885,4,5,5,0,3,Champions
207,2,508,3,1,1,1,1,Hibernating
307,3,11504,2,2,4,4,2,About to Sleep
1085,1,2300,1,1,1,1,1,Hibernating
515,4,8580,1,3,3,4,2,About to Sleep
